gene_name,go_domain,go_annotation
YNL196C,Biological process,negative
YNL196C,Biological process,regulation
YMR101C,Biological process,protein
YMR101C,Biological process,ion
YCR021C,Biological process,negative
YCR021C,Biological process,regulation
YCR021C,Biological process,ion
YPR079W,Biological process,transport
YDR170C,Biological process,transport
YPR122W,Biological process,ion
YNL318C,Biological process,transport
YJL039C,Biological process,ion
YJL039C,Biological process,regulation
YJL039C,Biological process,transport
YBR006W,Biological process,ion
YBR006W,Biological process,catabolic process
YNL212W,Biological process,biological_process
YER015W,Biological process,metabolic process
YML006C,Biological process,ion
YPR046W,Biological process,ion
YDR439W,Biological process,protein
YDR439W,Biological process,ion
YLR401C,Biological process,ion
YDL130W,Biological process,ion
YDL130W,Biological process,positive
YDL130W,Biological process,regulation
YDL130W,Biological process,protein
YLR025W,Biological process,protein
YLR025W,Biological process,catabolic process
YLR025W,Biological process,transport
YLR025W,Biological process,ion
YER139C,Biological process,ion
YDR341C,Biological process,ion
YJL013C,Biological process,ion
YKR021W,Biological process,regulation
YKR021W,Biological process,transport
YKR021W,Biological process,ion
YKR021W,Biological process,positive
YKL067W,Biological process,ion
YKL090W,Biological process,biological_process
YMR005W,Biological process,ion
YLR262C,Biological process,transport
YLR262C,Biological process,protein
YDL243C,Biological process,metabolic process
YKL105C,Biological process,biological_process
YDL087C,Biological process,ion
YMR225C,Biological process,ion
YOR173W,Biological process,ion
YOR173W,Biological process,starvation
YNL323W,Biological process,regulation
YNL323W,Biological process,ion
YPL091W,Biological process,metabolic process
YPL091W,Biological process,ion
YPL091W,Biological process,protein
YML068W,Biological process,regulation
YML068W,Biological process,ion
YIR008C,Biological process,ion
YGL166W,Biological process,regulation
YGL166W,Biological process,ion
YGL166W,Biological process,copper
YDR293C,Biological process,ion
YDR293C,Biological process,negative
YDR293C,Biological process,regulation
YBR155W,Biological process,protein
YBL024W,Biological process,ion
YOR071C,Biological process,transport
YGL079W,Biological process,ion
YGL079W,Biological process,regulation
YGL079W,Biological process,protein
YAL017W,Biological process,protein
YAL017W,Biological process,ion
YAL017W,Biological process,negative
YAL017W,Biological process,regulation
YJL151C,Biological process,transport
YJL151C,Biological process,protein
YJL151C,Biological process,catabolic process
YNL076W,Biological process,negative
YNL076W,Biological process,regulation
YNL076W,Biological process,ion
YLR182W,Biological process,positive
YLR182W,Biological process,regulation
YLR182W,Biological process,ion
YKL001C,Biological process,metabolic process
YKL001C,Biological process,ion
YBR173C,Biological process,protein
YBR173C,Biological process,catabolic process
YIR022W,Biological process,protein
YIR022W,Biological process,targeting
YMR308C,Biological process,protein
YMR308C,Biological process,regulation
YMR308C,Biological process,ion
YMR183C,Biological process,transport
YMR183C,Biological process,ion
YDR414C,Biological process,protein
YDR414C,Biological process,ion
YNL260C,Biological process,ion
YBL020W,Biological process,ion
YHR010W,Biological process,ion
YCL034W,Biological process,ion
YNL231C,Biological process,transport
YNL231C,Biological process,negative
YNL231C,Biological process,regulation
YNL231C,Biological process,ion
YLL021W,Biological process,ion
YLL021W,Biological process,regulation
YLL021W,Biological process,protein
YLL021W,Biological process,positive
YOL041C,Biological process,ion
YIL071C,Biological process,negative
YIL071C,Biological process,regulation
YIL071C,Biological process,protein
YIL071C,Biological process,ion
YOL109W,Biological process,ion
YNR070W,Biological process,transport
YML130C,Biological process,protein
YML130C,Biological process,ion
YBR228W,Biological process,ion
YNL246W,Biological process,repair
YNL246W,Biological process,positive
YNL246W,Biological process,regulation
YNL246W,Biological process,histone
YNL246W,Biological process,ion
YLR039C,Biological process,transport
YLR039C,Biological process,protein
YNL097C,Biological process,negative
YNL097C,Biological process,regulation
YNL097C,Biological process,ion
YNL097C,Biological process,positive
YDR039C,Biological process,transport
YDR039C,Biological process,ion
YGL057C,Biological process,biological_process
YDL184C,Biological process,ion
YDL046W,Biological process,transport
YKL224C,Biological process,biological_process
YMR019W,Biological process,biological_process
YMR148W,Biological process,biological_process
YML047C,Biological process,transport
YML047C,Biological process,ion
YLR006C,Biological process,ion
YLR006C,Biological process,positive
YLR006C,Biological process,regulation
YLR006C,Biological process,protein
YKR102W,Biological process,ion
YKR102W,Biological process,protein
YER149C,Biological process,ion
YER149C,Biological process,regulation
YER149C,Biological process,protein
YER149C,Biological process,positive
YER114C,Biological process,ion
YER114C,Biological process,protein
YHR127W,Biological process,ion
YMR228W,Biological process,ion
YLL062C,Biological process,metabolic process
YHL014C,Biological process,biological_process
YER045C,Biological process,positive
YER045C,Biological process,regulation
YER045C,Biological process,ion
YMR028W,Biological process,positive
YMR028W,Biological process,regulation
YMR028W,Biological process,ion
YLR422W,Biological process,ion
YLR093C,Biological process,ion
YLR093C,Biological process,transport
YIR031C,Biological process,catabolic process
YBR297W,Biological process,regulation
YBR297W,Biological process,ion
YBR297W,Biological process,metabolic process
YGL010W,Biological process,catabolic process
YDR064W,Biological process,ion
YMR275C,Biological process,ion
YMR275C,Biological process,protein
YKR077W,Biological process,regulation
YKR077W,Biological process,ion
YGR231C,Biological process,ion
YGR231C,Biological process,protein
YGR231C,Biological process,negative
YGR231C,Biological process,regulation
YEL063C,Biological process,transport
YML021C,Biological process,repair
YPR032W,Biological process,transport
YPR032W,Biological process,ion
YJR130C,Biological process,metabolic process
YJR130C,Biological process,ion
YFL039C,Biological process,ion
YFL039C,Biological process,repair
YFL039C,Biological process,protein
YFL039C,Biological process,histone
YFL039C,Biological process,transport
YIL052C,Biological process,ion
YPL064C,Biological process,biological_process
YNR013C,Biological process,metabolic process
YNR013C,Biological process,transport
YNR013C,Biological process,ion
YNR013C,Biological process,regulation
YJL172W,Biological process,metabolic process
YJL172W,Biological process,protein
YJL172W,Biological process,catabolic process
YBL078C,Biological process,transport
YBL078C,Biological process,protein
YBL078C,Biological process,ion
YBL078C,Biological process,targeting
YNL051W,Biological process,transport
YKL024C,Biological process,metabolic process
YDR306C,Biological process,protein
YDR306C,Biological process,catabolic process
YPL061W,Biological process,ion
YLR370C,Biological process,ion
YDR343C,Biological process,transport
YAL034C,Biological process,biological_process
YNR039C,Biological process,transport
YNR039C,Biological process,ion
YAL043C,Biological process,ion
YHR146W,Biological process,biological_process
YPL125W,Biological process,protein
YPL125W,Biological process,ion
YDR289C,Biological process,negative
YDR289C,Biological process,regulation
YDR289C,Biological process,ion
YLR305C,Biological process,ion
YBR194W,Biological process,biological_process
YJL092W,Biological process,repair
YJL092W,Biological process,positive
YJL092W,Biological process,regulation
YJL092W,Biological process,ion
YJL092W,Biological process,protein
YJL092W,Biological process,negative
YMR316W,Biological process,ion
YIL038C,Biological process,ion
YIL038C,Biological process,regulation
YIL038C,Biological process,protein
YIL038C,Biological process,positive
YIL138C,Biological process,ion
YIL138C,Biological process,transport
YIL143C,Biological process,regulation
YIL143C,Biological process,ion
YIL143C,Biological process,repair
YGR092W,Biological process,ion
YGR092W,Biological process,protein
YGR092W,Biological process,regulation
YJL207C,Biological process,protein
YJL207C,Biological process,ion
YJL207C,Biological process,transport
YLR247C,Biological process,repair
YOR038C,Biological process,negative
YOR038C,Biological process,regulation
YOR038C,Biological process,ion
YGR103W,Biological process,ion
YGR178C,Biological process,ion
YGR178C,Biological process,positive
YGR178C,Biological process,regulation
YGR057C,Biological process,positive
YGR057C,Biological process,regulation
YGR057C,Biological process,ion
YNL139C,Biological process,repair
YNL139C,Biological process,ion
YNL139C,Biological process,positive
YNL139C,Biological process,regulation
YGL143C,Biological process,ion
YJR123W,Biological process,ion
YJR123W,Biological process,regulation
YOL075C,Biological process,transport
YDL067C,Biological process,transport
YOL020W,Biological process,transport
YDR135C,Biological process,metabolic process
YDR135C,Biological process,ion
YDR135C,Biological process,transport
YNL292W,Biological process,ion
YMR256C,Biological process,transport
YGL242C,Biological process,biological_process
YOR252W,Biological process,biological_process
YPR001W,Biological process,catabolic process
YPR001W,Biological process,ion
YHL033C,Biological process,ion
YGL252C,Biological process,regulation
YGL252C,Biological process,ion
YGL252C,Biological process,positive
YGL252C,Biological process,negative
YER155C,Biological process,ion
YER155C,Biological process,negative
YER155C,Biological process,regulation
YER155C,Biological process,protein
YBR037C,Biological process,protein
YBR037C,Biological process,transport
YBR037C,Biological process,copper
YBR037C,Biological process,ion
YOR096W,Biological process,ion
YNL148C,Biological process,protein
YGL119W,Biological process,protein
YGL119W,Biological process,ion
YCL056C,Biological process,ion
YNL194C,Biological process,ion
YCR023C,Biological process,biological_process
YBL057C,Biological process,negative
YBL057C,Biological process,regulation
YBL057C,Biological process,protein
YBL057C,Biological process,catabolic process
